NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY /ORGANIZATION,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,SUMMARY,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE ADDED,Sys_BatchID
15324,GPHIN03245,GPHIN,3245,SEARO,India,IND,356,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"Advisory by Ministry of Home Affairs of Government of India - Travel and Visa restrictions related to COVID-19
i)    All regular (sticker) Visas/e-Visa (including VoA for Japan and South Korea) granted to nationals of Italy, Iran, South Korea, Japan and issued on or before 03.03.2020 and who have not yet entered India, stand suspended with immediate effect. Such foreign nationals may not enter India from any Air, Land or Seaport ICPs. Those requiring to travel to India due to compelling reasons, may seek fresh visa from nearest Indian Embassy/Consulate.
ii)    Regular (sticker) visa / e-Visa granted to nationals of Peoples Republic of China, issued on or before 05.02.2020 were suspended earlier. It shall remain in force. Such Chinese nationals may not enter India from any Air, Land or Seaport ICPs. Those needing to travel to India under compelling circumstances may apply for fresh visa to nearest Indian Embassy/Consulate.
iii)    Regular (sticker) visas/e-Visas granted to all foreign nationals who have travelled to Peoples Republic of China, Iran, Italy, South Korea and Japan on or after 01.02.2020, and who have not yet entered India stand suspended with immediate effect.  Such foreign nationals may not enter India from any Air, Land or Seaport ICPs. Those requiring to travel to India under compelling circumstances may apply for fresh visa to nearest Indian Embassy/Consulate.
iv)    Diplomats, officials of UN and other International bodies, OCI cardholders and Aircrew from above countries are exempted from such restriction on entry. However, their medical screening is compulsory. 
v)    All foreign and Indian nationals entering into India from any port are required to furnish duly filled self declaration form (including personal particulars i.e. phone no. and address in India) and travel history, to Health officials and Immigration officials at all port. 
vi)    Passengers (foreign and Indian) other than those restricted, arriving directly or indirectly from China, South Korea, Japan, Iran, Italy, Hong Kong, Macau, Vietnam, Malaysia, Indonesia, Nepal, Thailand, Singapore and Taiwan must undergo medical screening at port of entry.",,,,Official,https://boi.gov.in/content/advisory-travel-and-visa-restrictions-related-covid-19,,2020-03-10,,2020-03-10,9261
20023,GPHIN06167,GPHIN,6167,EMRO,Saudi Arabia,SAU,682,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"The Cooperative Office for Call, Guidance and Awareness of communities in Madinah has broadcast awareness messages addressed to non-Arabic speakers about the novel Coronavirus (COVID-19), including means to prevent infection and the importance of staying at home to protect lives. The office provides the messages in English, Indonesian, French, Urdu, Balochi, Bengali and Pashto languages on its YouTube channel.",,,,Official,https://www.spa.gov.sa/viewstory.php?lang=en&newsid=2075381,,2020-04-16,,2020-04-16,9261
19617,GPHIN05909,GPHIN,5909,AMRO,United States Of America,USA,840,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"In order to save lives, reduce COVID-19’s burden on healthcare system, ease strict social distancing measures, and confidently make progress toward returning to work and school, experts from the Johns Hopkins Center for Health Security and the Association of State and Territorial Health Officials lay out a robust plan to identify all COVID-19 cases and trace all close contacts of each identified case.  
This plan outlines a vision for how to accomplish this goal, including ways that case identification and contact tracing capabilities can be greatly expanded; actions that the federal, state, and local governments and other organizations must take to stand up these capabilities as quickly as possible; and resources that will be needed to accomplish comprehensive case finding and contact tracing.",,,,Official,https://www.centerforhealthsecurity.org/our-work/pubs_archive/pubs-pdfs/2020/a-national-plan-to-enable-comprehensive-COVID-19-case-finding-and-contact-tracing-in-the-US.pdf,,2020-04-14,,2020-04-14,9261
16518,GPHIN04136,GPHIN,4136,EMRO,Oman,OMN,512,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"As part of the national efforts in combating the spread of the Coronavirus (COVID-19), Omantel in partnership with the Ministry of Health (MOH) has initiated to finance the purchase of more than 24,000 laboratory materials for the COVID-19 test that will be used for sample collection.
Providing such tools will enable the Ministry of Health to improve and accelerate getting the test results.
Furthermore, Omantel in partnership with the Infoline Company and in cooperation with the MOH Department of Public Relations & Communication provides for the Ministry an additional 24-hour Call Center in order to reply to a large number of calls and queries on COVID-19.",,,,Official,,,2020-03-24,,2020-03-24,9261
12254,GPHIN00933,GPHIN,933,AFRO,Uganda,UGA,800,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The Ministry of Health has undertaken the following measures to prevent, detect and respond to 2019-Coronavirus importation. 1) Ensured that Uganda Virus Research Institute has the necessary equipment and reagents to test and confirm any suspected cases; 2) Developed an information sheet that is distributed to travelers with telephone numbers of officers. 3) Strengthened screening at Entebbe International Airport by using thermo scanners; 4)  Travellers from affected countries are being followed up by surveillance officers on a daily basis for up to 14 days. 5) Provision of information to the public through the available media outlets and other communication channels. 6) Risk mapping and assessment of vulnerable locations in the country. 7) Entebbe and Naguru referral hospitals have been strengthened to manage people who might fall sick.",,,,Official,https://www.afro.who.int/news/status-ugandas-preparedness-2019-coronavirus-outbreak,,2020-02-12,,2020-02-12,9261
16594,GPHIN04202,GPHIN,4202,EURO,United Kingdom Of Great Britain And Northern Ireland,GBR,826,national,,,,RESTRICTING OR LIMITING GATHERINGS,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,,,Prison visits are temporarily suspended following instructions for people to stay at home. Prisons across the estate to receive 900 secure phone handsets as visits cancelled. All calls monitored and restricted.,,,,Official,https://www.gov.uk/government/news/prison-visits-cancelled,,2020-03-24,,2020-03-24,9261
11341,GPHIN00291,GPHIN,291,WPRO,New Zealand,NZL,554,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"The Government of New Zealand on 2 February decided to place temporary entry restrictions into New Zealand on all foreign nationals travelling from, or transiting through mainland China to assist with the containment of the novel coronavirus. It will take effect from 3 February and will be in place for up to 14 days. This position will be reviewed every 48 hours. New Zealand citizens and permanent residents returning to New Zealand will still be able to enter, as will their immediate family members, but will be required to self-isolate for 14 days on arrival back in the country.
The Ministry of Foreign Affairs and Trade has also raised its travel advice to New Zealanders for all of mainland China to “Do not travel”, the highest level.",,,,Official,https://www.beehive.govt.nz/release/new-zealand-restrict-travel-china-protect-against-coronavirus,,2020-02-03,,2020-02-03,9261
13122,GPHIN01562,GPHIN,1562,WPRO,China,CHN,156,other,Taiwan,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"On 23 February, the Ministry of Foreign Affairs (MOFA)  issued a yellow travel alert for South Korea, warning travelers to exercise extra caution and advising potential visitors to reconsider their plans, as the number of novel coronavirus (COVID-19) cases in the neighboring country continued to surge. The yellow alert is the third-highest level in MOFA's four-tier warning system, which consists of gray, yellow, orange and red, in order of severity.",,,,Official,,,2020-02-23,,2020-02-23,9261
16918,GPHIN04500,GPHIN,4500,AMRO,United States Of America,USA,840,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"On 27 March, CDC provided guidelines for Infection Prevention and Control Considerations for Isolation Sites and Alternate Care Sites.",,,,Official,https://www.cdc.gov/coronavirus/2019-ncov/healthcare-facilities/alternative-care-sites.html,,2020-03-30,,2020-03-30,9261
12916,GPHIN01452,GPHIN,1452,WPRO,China,CHN,156,national,,,,VACCINE/MCM DEPLOYED,7,Biological measures,,,,,,"Chinese scientists are racing to develop vaccines against the novel coronavirus by adopting five technological approaches, a senior National Health Commission official said on 21 February. Some projects have entered the stage of animal testing, and some vaccines could enter clinical trials as soon as from April to May this year. The official also said under specific conditions, some vaccines could be applied for emergency use.",,,,Official,http://www.china.org.cn/china/2020-02/21/content_75730033.htm,,2020-02-21,,2020-02-21,9261
12404,GPHIN01072,GPHIN,1072,WPRO,China,CHN,156,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"The leading group of the Communist Party of China (CPC) Central Committee on the prevention and control of the novel coronavirus outbreak also demanded efforts to improve patient treatment and expedite research on drugs.
Epidemic prevention and control in Hubei Province, particularly in the capital city of Wuhan, remain the top priority, said the leading group headed by Li, who is also a member of the Standing Committee of the Political Bureau of the CPC Central Committee.
While ordering Wuhan to speed up hospital admission and suspected case quarantine, the leading group instructed hard-hit cities in Hubei such as Xiaogan and Huanggang to carry out equally strict measures as in Wuhan in surveillance, quarantine and treatment.
A medical team member poses for a photo before leaving for Xianning City of Hubei Province at Changshui International Airport in Kunming, capital of southwest China's Yunnan Province, Feb. 12, 2020. 
Multiple steps such as spacing out return trips have prevented large-scale flows of people after the Spring Festival, said the meeting.
Each province is responsible for formulating differentiated epidemic prevention and control strategies based on their own conditions, according to the meeting.
Effective drugs and treatment are the key to contain the epidemic, the meeting noted, stressing more studies on the nearly 6,000 cured cases to improve treating plans.",,,,Official,http://en.nhc.gov.cn/2020-02/14/c_76553.htm,,2020-02-14,,2020-02-14,9261
12504,GPHIN01162,GPHIN,1162,WPRO,Papua New Guinea,PNG,598,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,Passengers who have been in China in the past 14 days are not allowed to enter Papua New Guinea. They must have spent 14 consecutive days in a country that is free from Novel Coronavirus (2019-nCov).,,,,Official,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,2020-02-17,,2020-02-17,9261
16532,GPHIN04149,GPHIN,4149,AMRO,Brazil,BRA,76,national,,,,TESTING & CASE DETECTION,3.1,Surveillance and response measures,Detecting and isolating cases,,,,,"To ensure a collective effort of all Brazilians to reduce the speed of transmission of coronavirus, last Friday (20), the Ministry of Health recognized the community transmission of Covid-19 throughout the country. In practical terms, the declaration is a command of the Ministry of Health for all national managers to adopt measures to promote social distancing and avoid agglomerations, known as non-pharmacological measures, that is, that do not involve the use of medicines or vaccines. 
The President of the Republic signed Provisional Measure and Decree also last Friday (20) that have the objective of ensuring the acquisition of goods, services and inputs intended to cope with the public health emergency of importance resulting from coronavirus. Among other determinations, it regulates essential services that should not be interrupted during the period of combating the disease, such as health care, safety activities, transportation and telecommunications.",,,,Official,,,2020-03-24,,2020-03-24,9261
