COUNTRY /ORGANIZATION,DATE ADDED,SOURCE,GPHIN ID,SUMMARY,LAND SCREENING,BORDER CLOSING,AIRPORT SCREENING: ENTRY,AIRPORT SCREENING: EXIT,QUARANTINE / MONITORING,TRAVEL ADVISORY,TRAVEL BAN,TRADE BANS,EDUCATION CAMPAIGN,MASS GATHERING CANCELLATION,REPATRIATION,VACCINE/MCM DEPLOYED,RESEARCH ADVANCEMENT,COMMENTS
United States,1/31/2020,,,"The White House is considering a ban on flights between the United States and China as the new coronavirus outbreak continues to spread, Trump administration officials said late Tuesday (28 January).",,,,,,,x,,,,,,,https://www.usatoday.com/story/travel/news/2020/01/28/white-house-considers-ban-china-flights-amid-coronavirus-outbreak/4602839002/
United States,1/31/2020,Official,,"United States's National Library of Medicine on 30 January posted a clinical trial for 2019-nCoV, named ""A Randomized Multicenter Controlled Clinical Trial of Arbidol in Patients With 2019 Novel Coronavirus (2019-nCoV)"", sponsored by Xiangya Hospital of Central South University of China. The estimated study start date was 25 January 2020 and estimated completion date is 30 May 2021.  ",,,,,,,,,,,,x,x,https://clinicaltrials.gov/ct2/show/NCT04246242
United States,1/31/2020,Official,,"United States's National Library of Medicine on 28 January posted a clinical trial for 2019-nCoV, named ""Glucocorticoid Therapy for Novel CoronavirusCritically Ill Patients With Severe Acute Respiratory Failure (Steroids-SARI)"", sponsored by Peking Union Medical College Hospital of China. The estimated study start date was 26 January 2020 and estimated completion date is 25 December 2021.  ",,,,,,,,,,,,x,x,https://clinicaltrials.gov/ct2/show/NCT04244591
United States,1/31/2020,Official,,"United States's National Library of Medicine on 28 January posted a clinical trial for 2019-nCoV, named ""Development of a Simple, Fast and Portable Recombinase Aided Amplification Assay for 2019-nCoV"", sponsored by Beijing Ditan Hospital of China. The study started on 1st Janaury 2020 and estimated completion date is 31 December 2020.  ",,,,,,,,,,,,,x,https://clinicaltrials.gov/ct2/show/NCT04245631
United States,1/31/2020,Media,1006216934,"A top official at the National Institutes of Health (NIH) on 29 January said that human trials for a vaccine to counter 2019-nCoV could begin within three months. The director of NIH's National Institute of Allergy and Infectious Diseases said that his agency is working with Cambridge, Massachusetts-based biotech company Moderna Inc. to develop a mRNA vaccine for the disease. While Moderna will develop the vaccine, NIAID will provide IND-enabling studies and a Phase 1 clinical study in the U.S.",,,,,,,,,,,,x,x,https://thehill.com/policy/healthcare/479431-coronavirus-vaccine-could-begin-human-trials-in-3-months
United States,1/31/2020,Official,,"On 30 January, the State Department of United States announced a highest-level travel warning -  Level 4, Do not travel to China.  The Department says since WHO has determined the rapidly spreading outbreak constitutes a Public Health Emergency of International Concern, Travelers should be prepared for travel restrictions to be put into effect with little or no advance notice. Those currently in China should consider departing using commercial means. The Department of State has requested that all non-essential U.S. government personnel defer travel to China. On January 23, the Department of State ordered the departure of all non-emergency U.S. personnel and their family members from Wuhan. The U.S. government has limited ability to provide emergency services to U.S. citizens in Hubei province.",,,,,,x,x,,,,x,,,https://china.usembassy-china.org.cn/travel-alert-level-4-do-not-travel-to-china/
United States,1/31/2020,Official,,"CDC, under statutory authority of the Health and Human Services (HHS) Secretary, on 31 January issued federal quarantine orders to all 195 United States citizens who repatriated to the U.S. on January 29, 2020. The quarantine will last 14 days from when the plane left Wuhan, China.  This action is a precautionary and preventive step to maximize the containment of the virus in the interest of the health of the American public.",,,,,x,,,,,,,,,https://www.cdc.gov/media/releases/2020/s0131-federal-quarantine-march-air-reserve-base.html
United States,2/3/2020,Official,,"CDC on 1 February released a CDC Health Alert Network (HAN) update that provides a situational update and interim guidance to state and local health departments that supersedes guidance in CDC’s HAN 426 distributed on  17 January 2020.  It adds guidance for clinicians caring for patients with 2019-nCoV, and for public health officials on the evaluation and testing of patients under investigation (PUIs) for 2019-nCoV, and updated infection prevention and control guidance specific to 2019-nCoV.",,,,,,,,,x,,,,,"https://emergency.cdc.gov/han/han00427.asp
https://www.cdc.gov/coronavirus/2019-ncov/hcp/clinical-guidance-management-patients.html
https://www.cdc.gov/coronavirus/2019-nCoV/hcp/clinical-criteria.html
https://www.cdc.gov/coronavirus/2019-nCoV/hcp/infection-control.html"
United States,2/3/2020,Official,,"On 31 January, Health and Human Services Secretary Alex M. Azar II declared a public health emergency for the entire United States to aid the nation’s healthcare community in responding to 2019 novel coronavirus.  The emergency declaration gives state, tribal, and local health departments more flexibility to request that HHS authorize them to temporarily reassign state, local, and tribal personnel to respond to 2019-nCoV if their salaries normally are funded in whole or in part by Public Health Service Act programs. These personnel could assist with public health information campaigns and other response activities.",,,,,x,,,,x,,,,,https://www.hhs.gov/about/news/2020/01/31/secretary-azar-declares-public-health-emergency-us-2019-novel-coronavirus.html
United States,2/3/2020,Official,,"President Trump on 31 January issued a Proclamation on Suspension of Entry as Immigrants and Nonimmigrants of Persons who Pose a Risk of Transmitting 2019 Novel Coronavirus. This proclamation is effective at 5:00 p.m. eastern standard time on February 2, 2020. Accoring to the proclamation, any US citizen who has traveled in China will undergo health screening upon entry into the country and will be asked to self-quarantine for 14 days. US citizens who have traveled to Hubei province, where the virus originated, will be held under mandatory quarantine for 14 days after they return to the US. All incoming flights from China will be restricted to seven airports to consolidate passenger screening and evaluation: John F. Kennedy International Airport, Chicago O’Hare International Airport, San Francisco International Airport, Seattle-Tacoma International Airport, Hartsfield-Jackson Atlanta International Airport, Los Angeles International Airport, and Daniel K. Inouye International Airport in Honolulu. Immediate family members of US citizens and permanent residents will be allowed to enter the country.",,x,x,,x,,x,,,,,,,"https://www.whitehouse.gov/presidential-actions/proclamation-suspension-entry-immigrants-nonimmigrants-persons-pose-risk-transmitting-2019-novel-coronavirus/
https://www.theverge.com/2020/1/31/21117403/trump-coronavirus-ban-travel-non-us-citizens-china
"
United States,2/3/2020,Media,,Doctors have shared new details about the first case of Wuhan coronavirus in the United States in a paper published on 31 January in the New England Journal of Medicine. ,,,,,,,,,,,,,x,https://www.nejm.org/doi/full/10.1056/NEJMoa2001191?query=featured_home 
United States,2/3/2020,Media,,"The second evacuation flight that will carry US citizens out of the epicenter of the coronavirus outbreak is on its way to the city of Wuha. The flight should be ready for departure on 3 February, as indicated in US Embassy Beijing’s email to American citizens who are still in the central Chinese city. There may be additional evacuation flights due to continued high-demand from US citizens in Wuhan, the official added. ",,,,,,,,,,,x,,,https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-02-20-intl-hnk/index.html
United States,2/3/2020,Media,,"The Transportation Security Administration (TSA) on 2 February issued a new directive effective requiring airlines to ask passengers on flights from outside the United States if they've been to mainland China in the past 14 days. The TSA notified airlines about the restrictions on 1 February. 
Under these directives, non-US citizens who have been in China within 14 days of their planned travel will not be permitted to fly to the United States. US citizens who have been in China within 14 days of their planned travel will be permitted to enter the country through one of seven airports, where CDC has the capability to conduct medical screening. This applies to travel from any airport with direct flights to the US, not just airports in China. 
All frontline employees will be permitted to wear surgical masks if they choose to do so. ",,,x,,,,x,,,,,,,https://www.cnn.com/2020/02/02/politics/tsa-new-directive-coronavirus/index.html
